City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
383,Tura,25.5198,90.2201,76.42,66,100,3.04,IN,1682945572
384,Hambantota,6.1241,81.1185,80.94,94,40,3.44,LK,1682945572
385,Khovd,48.0056,91.6419,38.66,25,99,17.96,MN,1682945572
386,Vredefort,-27.0081,27.3646,80.69,19,99,16.55,ZA,1682945572
387,Cockburn Town,21.4612,-71.1419,80.26,78,91,5.66,TC,1682945573
388,Westerstede,53.25,7.9333,67.26,59,100,3.94,DE,1682945573
389,Calvinia,-31.4707,19.776,76.93,11,0,12.35,ZA,1682945573
390,Manicoré,-5.8092,-61.3003,76.95,100,0,0.0,BR,1682945573
392,Bara,10.3744,10.7288,100.02,22,37,5.55,NG,1682945574
393,Maniitsoq,65.4167,-52.9,31.12,68,3,7.43,GL,1682945574
394,Kampli,15.4,76.6167,92.25,33,57,0.98,IN,1682945574
395,Ishigaki,24.3448,124.1572,73.53,88,100,18.41,JP,1682945574
396,Krasnomayskiy,57.6194,34.4099,44.73,56,96,10.04,RU,1682945575
397,Calama,-22.4667,-68.9333,46.89,25,0,18.41,CL,1682945575
398,Cap Malheureux,-19.9842,57.6142,78.48,77,5,3.0,MU,1682945575
399,Kupang,-10.1667,123.5833,81.18,83,75,5.75,ID,1682945575
400,Maun,-19.9833,23.4167,89.56,27,0,5.75,BW,1682945575
401,Okmulgee,35.6234,-95.9605,50.38,76,0,5.75,US,1682945576
402,Dongzhen,22.3797,110.9389,75.02,88,9,3.38,CN,1682945576
403,Deputatsky,69.3,139.9,19.83,97,100,2.1,RU,1682945576
404,Deer Lake,49.1667,-57.4316,39.06,60,20,8.05,CA,1682945576
405,Sistranda,63.7256,8.834,37.36,62,100,17.05,NO,1682945577
406,Kysyl-Syr,63.8986,122.7617,33.71,98,100,6.6,RU,1682945577
407,Ciurila,46.65,23.55,64.11,37,20,9.22,RO,1682945577
408,Atar,20.5169,-13.0499,98.65,14,5,13.8,MR,1682945577
409,Kedrovyy,56.1667,91.8167,32.41,83,100,3.65,RU,1682945577
410,Ust-Tsilma,65.441,52.1498,34.34,100,100,11.65,RU,1682945578
411,Port Hedland,-20.3167,118.5667,78.85,65,40,5.75,AU,1682945578
412,Puerto Suárez,-18.95,-57.8,84.76,84,40,3.44,BO,1682945578
413,Kismayo,-0.3582,42.5454,83.75,68,100,13.0,SO,1682945578
416,Corner Brook,48.9667,-57.9484,39.36,64,17,7.16,CA,1682945579
417,Tabuk,17.4189,121.4443,77.07,84,95,3.38,PH,1682945579
418,Melito di Porto Salvo,37.9222,15.7714,71.74,73,40,10.36,IT,1682945579
419,Pinega,64.7001,43.3936,33.39,100,100,6.69,RU,1682945580
420,Kangaatsiaq,68.3065,-53.4641,27.66,78,42,5.88,GL,1682945580
421,Tabou,4.423,-7.3528,79.38,77,99,3.94,CI,1682945580
422,Asău,46.4333,26.4,61.72,48,48,7.63,RO,1682945580
423,Baruun-Urt,46.6806,113.2792,66.18,15,100,20.22,MN,1682945581
424,Roald,62.5833,6.1333,43.09,87,75,14.97,NO,1682945581
425,Gornyy,55.1153,83.9059,34.59,68,100,7.56,RU,1682945581
426,Newtownards,54.5924,-5.6909,57.15,72,100,8.05,GB,1682945581
427,Caravelas,-17.7125,-39.2481,81.36,72,79,5.88,BR,1682945582
428,Payo,-3.7508,103.6372,77.27,89,100,1.03,ID,1682945582
429,Fukuechō,32.6881,128.8419,61.05,58,0,5.17,JP,1682945582
430,Ossora,59.2353,163.0719,23.38,94,99,3.67,RU,1682945582
431,Mandan,46.8267,-100.8896,40.95,75,0,4.61,US,1682945583
432,Krasnoarmiys'k,48.282,37.1758,50.81,80,100,12.55,UA,1682945583
433,Huanan,46.2167,130.5167,51.58,62,4,11.39,CN,1682945583
434,Eston,51.1501,-108.7514,38.91,61,72,11.54,CA,1682945522
435,Raja,8.4596,25.678,95.74,26,59,7.05,SS,1682945583
436,Vardø,70.3705,31.1107,36.86,84,67,8.68,NO,1682945584
438,Hearst,49.6835,-83.6665,34.05,98,100,14.79,CA,1682945584
439,Kamaishi,39.2667,141.8833,51.66,82,100,10.18,JP,1682945584
440,Helong,42.5397,128.9972,44.15,69,3,4.76,CN,1682945585
441,Sandwick,60.0,-1.25,42.62,61,75,9.22,GB,1682945585
443,Shar,49.5886,81.0453,41.92,47,100,14.76,KZ,1682945585
444,Sawākin,19.1059,37.3321,84.04,50,4,15.43,SD,1682945585
445,El Alto,-4.2714,-81.2147,75.33,85,99,6.58,PE,1682945586
446,Khor,47.8861,134.9464,43.47,69,10,6.96,RU,1682945586
447,Bajil,15.0584,43.2851,91.9,48,38,17.16,YE,1682945586
448,Pilot Butte,50.4668,-104.4178,39.65,72,75,9.22,CA,1682945586
450,Jaruco,23.0431,-82.0108,63.63,59,16,8.93,CU,1682945587
451,Beira,-19.8436,34.8389,84.29,62,40,9.13,MZ,1682945389
452,Mt. Pleasant,32.7941,-79.8626,62.2,56,0,5.75,US,1682945056
453,Staraya Akkermanovka,51.2467,58.2391,76.78,27,7,11.12,RU,1682945587
454,El'brus,43.2577,42.6443,40.87,85,99,6.02,RU,1682945588
456,Dingle,10.9995,122.6711,80.26,78,93,6.35,PH,1682945588
457,Wexford,52.3342,-6.4575,62.13,68,99,3.0,IE,1682945374
458,Gladstone,-23.85,151.25,64.33,72,100,5.75,AU,1682945589
459,Nagapattinam,10.7667,79.8333,84.25,70,83,6.64,IN,1682945589
460,Isangel,-19.55,169.2667,78.04,86,100,8.97,VU,1682945589
461,Ostrovnoy,68.0531,39.5131,35.06,99,100,10.42,RU,1682945589
462,Ginir,7.1333,40.7,64.4,76,100,3.31,ET,1682945590
463,Ocós,14.5094,-92.1933,79.18,74,87,5.53,GT,1682945590
464,Smithers,54.7804,-127.1743,43.12,87,0,5.75,CA,1682945590
465,Shirokiy,49.758,129.523,52.61,41,7,8.7,RU,1682945590
466,El Fuerte,26.4189,-108.6194,71.92,52,91,4.47,MX,1682945591
467,Mitzic,0.7821,11.549,81.79,68,99,3.02,GA,1682945591
468,San Policarpo,12.1791,125.5072,82.53,78,63,11.12,PH,1682945591
469,Bubaque,11.2833,-15.8333,78.06,78,76,10.31,GW,1682945591
470,Posse,-14.0931,-46.3694,80.92,51,3,3.0,BR,1682945591
471,Chālūs,36.655,51.4204,67.46,77,75,9.22,IR,1682945592
474,Bontang,0.1333,117.5,82.38,78,55,4.88,ID,1682945592
475,Umluj,25.0213,37.2685,79.43,48,0,14.07,SA,1682945593
476,Waingapu,-9.6567,120.2641,77.68,84,4,7.47,ID,1682945593
477,Örnsköldsvik,63.2909,18.7153,43.75,56,100,10.36,SE,1682945593
478,Riohacha,11.5444,-72.9072,80.71,89,40,3.44,CO,1682945593
479,Kristinehamn,59.3098,14.1081,39.76,96,100,14.47,SE,1682945594
480,Kiruna,67.8557,20.2251,36.52,48,0,5.75,SE,1682945594
481,Skjervøy,70.0311,20.9714,42.8,64,6,5.84,NO,1682945594
482,São Félix do Xingu,-6.6447,-51.995,76.93,90,100,0.16,BR,1682945509
483,Raudeberg,61.9875,5.1352,41.95,73,99,10.09,NO,1682945594
484,Dumbrăviţa,45.7667,25.4333,66.18,33,4,5.57,RO,1682945595
485,Esim,4.8699,-2.2405,85.5,69,100,10.2,GH,1682945595
486,Viedma,-40.8135,-62.9967,53.73,41,0,9.51,AR,1682945595
487,Buchanan,5.8808,-10.0467,84.85,67,95,8.05,LR,1682945595
488,Evensk,61.95,159.2333,17.6,82,55,13.22,RU,1682945596
489,Gimli,50.6336,-96.9907,37.42,70,8,11.5,CA,1682945596
490,Otterup,55.5153,10.3976,55.45,61,100,12.75,DK,1682945596
491,Danville,36.586,-79.395,49.08,73,100,9.22,US,1682945498
492,Kampene,-3.6,26.6667,76.89,90,86,2.28,CD,1682945596
493,Lucapa,-8.4192,20.7447,82.47,47,20,4.05,AO,1682945597
494,São José da Coroa Grande,-8.8978,-35.1478,83.7,64,76,6.08,BR,1682945597
495,Lieksa,63.3167,30.0167,38.08,81,90,4.14,FI,1682945597
496,Huarmey,-10.0681,-78.1522,75.54,84,57,8.97,PE,1682945597
497,Kisanga,-7.4362,37.7034,81.16,78,39,3.47,TZ,1682945598
498,Kathu,7.9178,98.3332,82.22,76,93,2.84,TH,1682945598
499,Saint-André-les-Vergers,48.2853,4.0521,60.84,67,40,17.27,FR,1682945598
500,Bayan,46.0833,127.4,52.02,55,23,8.3,CN,1682945598
501,Cap-aux-Meules,47.3821,-61.8597,42.85,75,75,17.27,CA,1682945599
502,Sayyan,15.1718,44.3244,65.55,51,93,0.96,YE,1682945599
503,Leningradskiy,69.3833,178.4167,-4.74,99,92,5.44,RU,1682945599
504,Coshocton,40.272,-81.8596,41.99,92,100,5.01,US,1682944866
505,Wagar,16.1525,36.2032,98.62,6,15,11.48,SD,1682945600
506,Harper,4.375,-7.7169,80.31,75,99,4.18,LR,1682945600
507,Bonavista,48.6499,-53.1147,33.42,85,100,19.73,CA,1682945600
508,Normandin,48.8333,-72.5321,46.53,81,100,18.41,CA,1682945600
509,Urusha,54.05,122.9,48.63,59,100,3.11,RU,1682945601
510,Krasnosel'kup,65.7,82.4667,23.58,85,7,14.65,RU,1682945601
511,Ampanihy,-24.7,44.75,69.46,69,100,12.24,MG,1682945601
513,Nabire,-3.3667,135.4833,77.43,92,100,2.86,ID,1682945356
514,Nahrin,36.0649,69.1334,75.18,25,82,5.88,AF,1682945602
515,San Vicente de Cañete,-13.0751,-76.3835,71.94,84,52,2.68,PE,1682945602
516,Koutsouras,35.0339,25.9469,59.74,80,100,6.58,GR,1682945602
518,Impfondo,1.6381,18.0667,87.89,54,96,0.45,CG,1682945603
519,Linhares,-19.3911,-40.0722,81.36,67,95,3.27,BR,1682945603
520,Mazatlán,23.2167,-106.4167,69.91,82,20,6.8,MX,1682945603
521,Souillac,-20.5167,57.5167,77.38,94,75,3.44,MU,1682945603
522,Vestmannaeyjar,63.4427,-20.2734,43.79,56,0,16.11,IS,1682945603
523,Kearney,40.6995,-99.0815,37.56,74,0,8.05,US,1682945604
524,Labuan,5.2767,115.2417,84.56,79,20,8.05,MY,1682945604
525,Guerrero,17.6667,-100.0,69.91,46,77,2.19,MX,1682945604
526,City of San Pedro,14.35,121.0167,87.03,73,20,10.36,PH,1682945605
528,Adolfo López Mateos,28.4667,-107.3,53.37,44,100,3.91,MX,1682945605
529,Jalu,29.0331,21.5482,90.3,10,0,9.86,LY,1682945605
530,Anking,30.5092,117.0506,68.61,47,6,3.38,CN,1682945605
531,Bundaberg,-24.85,152.35,59.22,74,49,1.01,AU,1682945606
532,Nador,35.174,-2.9287,82.47,60,0,6.91,MA,1682945606
533,Qinzhou,21.95,108.6167,75.43,82,0,7.52,CN,1682945606
534,Sirsilla,18.3833,78.8333,81.46,64,71,10.85,IN,1682945606
535,Chegdomyn,51.1167,133.0167,44.01,57,100,4.72,RU,1682945607
536,Ketchikan,55.3422,-131.6461,48.67,81,75,8.05,US,1682945607
537,Cam Ranh,11.9214,109.1591,82.36,78,20,13.8,VN,1682945607
538,Chihuahua,28.5,-106.0,56.23,25,100,4.99,MX,1682945607
539,Bindura,-17.3019,31.3306,81.07,33,39,8.41,ZW,1682945608
540,Soure,-0.7167,-48.5233,80.17,85,73,4.61,BR,1682945608
541,Anjangaon,21.1631,77.3094,85.87,42,45,5.19,IN,1682945608
542,Tomatlán,19.9333,-105.25,63.86,75,16,2.82,MX,1682945608
543,Vanavara,60.34,102.2797,26.46,89,100,3.94,RU,1682945609
544,Kloulklubed,7.0419,134.2556,77.5,82,100,16.75,PW,1682945609
546,Ust-Kuyga,70.0167,135.6,26.56,87,100,4.5,RU,1682945609
547,Hare Bay,48.8499,-54.0148,34.95,61,37,11.61,CA,1682945609
548,Puerto Colombia,10.9878,-74.9547,78.89,80,41,3.53,CO,1682945610
549,Acapulco de Juárez,16.8634,-99.8901,75.87,66,14,3.42,MX,1682945610
550,São Miguel do Araguaia,-13.275,-50.1628,82.69,60,0,4.61,BR,1682945610
551,Ōarai,36.3167,140.6,62.28,79,100,14.94,JP,1682945610
552,Kashan,33.9831,51.4364,84.43,14,84,13.38,IR,1682945611
553,Ambon City,-3.6954,128.1814,84.96,88,20,9.22,ID,1682945603
554,Qui Nhon,13.7667,109.2333,79.21,85,13,6.89,VN,1682945611
555,Gambēla,8.25,34.5833,88.34,49,100,5.21,ET,1682945611
556,Homer,59.6425,-151.5483,42.69,69,100,8.01,US,1682945611
557,Nueva Loja,0.0847,-76.8828,71.62,100,75,5.75,EC,1682945612
559,Sri Aman,1.2376,111.4621,78.85,94,100,0.0,MY,1682945612
560,Port-Cartier,50.0334,-66.8654,43.75,78,100,23.53,CA,1682945612
561,Haines Junction,60.7522,-137.5108,28.35,86,31,2.3,CA,1682945613
562,Ancud,-41.8697,-73.8203,46.2,88,100,7.52,CL,1682945613
563,Rosita,13.9268,-84.4032,75.38,95,100,3.04,NI,1682945613
564,Sola,-13.8833,167.55,79.47,89,100,0.0,VU,1682945613
565,Finnsnes,69.2296,17.9811,43.75,83,88,3.74,NO,1682945613
566,Enshi,30.3,109.4833,67.21,61,96,3.31,CN,1682945614
567,Gigmoto,13.7796,124.39,81.34,83,38,9.57,PH,1682945614
568,Hay River,60.8156,-115.7999,39.18,75,100,6.91,CA,1682945480
569,Kisoro,-1.2854,29.685,59.14,96,100,2.19,UG,1682945615
570,Lubbock,33.6001,-101.8338,53.38,59,20,8.05,US,1682945615
571,Kidal,18.4411,1.4078,104.86,8,32,8.03,ML,1682945615
572,Santander,43.4647,-3.8044,63.72,82,40,12.66,ES,1682945615
573,Rosario,-32.9468,-60.6393,61.95,58,0,5.75,AR,1682945488
574,Kulhudhuffushi,6.6221,73.07,83.93,78,100,22.68,MV,1682945616
575,Dingtao,35.0683,115.5625,66.4,38,37,10.51,CN,1682945616
576,Saint George,37.1041,-113.5841,63.19,27,0,3.44,US,1682945461
577,Dom Pedrito,-30.9828,-54.6731,61.99,84,100,10.02,BR,1682945473
578,Karratha,-20.7377,116.8463,81.36,29,100,5.53,AU,1682945357
581,Mahanje,-9.9333,35.3333,73.62,68,56,6.24,TZ,1682945617
582,Aasiaat,68.7098,-52.8699,20.44,90,11,7.05,GL,1682945617
583,Alice Springs,-23.7,133.8833,60.35,48,88,7.85,AU,1682945618
584,Touros,-5.1989,-35.4608,85.73,59,91,12.3,BR,1682945618
585,Panama City,8.9936,-79.5197,81.18,87,20,3.44,PA,1682945549
586,Los Llanos de Aridane,28.6585,-17.9182,76.75,36,0,8.05,ES,1682945618
587,Kabare,-2.4683,28.8242,63.14,97,100,4.23,CD,1682945618
588,Ucluelet,48.9329,-125.5528,47.08,92,34,5.37,CA,1682945619
589,Batemans Bay,-35.7167,150.1833,59.09,87,86,5.44,AU,1682945619
590,Kumluca,36.3703,30.2869,66.61,59,98,7.76,TR,1682945619
591,Lucea,18.451,-78.1736,85.86,69,95,4.09,JM,1682945619
592,Salisbury,51.0693,-1.7957,64.47,69,100,13.8,GB,1682945458
593,Mbanza-Ngungu,-5.25,14.8667,74.82,86,87,1.25,CD,1682945620
594,Loukhi,66.0764,33.0381,37.81,86,100,6.6,RU,1682945620
595,Burkburnett,34.0979,-98.5706,52.88,77,40,5.75,US,1682945620
596,Taoudenni,22.6783,-3.9836,109.44,4,0,5.17,ML,1682945620
597,Humen,22.819,113.6731,76.91,69,100,11.72,CN,1682945621
598,Pimentel,-6.8367,-79.9342,75.49,78,0,6.91,PE,1682945621
599,Yuncheng,35.0231,110.9928,74.17,30,96,13.49,CN,1682945621
600,Constitución,-35.3333,-72.4167,50.22,63,4,7.14,CL,1682945621
601,Kruisfontein,-34.0033,24.7314,75.88,52,5,17.18,ZA,1682945621
602,Micheweni,-4.9667,39.8333,80.76,78,100,10.04,TZ,1682945622
604,Nishihara,26.1842,127.7558,70.88,69,20,12.66,JP,1682945622
605,Coahuayana Viejo,18.7333,-103.6833,68.94,49,100,3.2,MX,1682945622
607,Mackay,-21.15,149.2,71.69,78,22,6.2,AU,1682945623
608,Petropavlovskoye,52.0712,84.107,38.7,56,100,9.22,RU,1682945623
609,Virginia Beach,36.8529,-75.978,57.02,63,20,17.27,US,1682945223
611,Giohar,2.7809,45.5005,89.94,52,100,13.0,SO,1682945624
612,Golyshmanovo,56.3979,68.3728,52.66,32,3,11.01,RU,1682945624
613,Urubichá,-15.3833,-62.95,77.25,91,22,3.33,BO,1682945624
614,Severnyy,50.677,36.5532,50.04,71,0,11.18,RU,1682945624
615,Pangody,65.85,74.4859,24.87,94,7,6.15,RU,1682945624
616,Wenling,28.3669,121.36,58.95,72,0,1.66,CN,1682945625
617,Aykhal,66.0,111.5,28.29,96,100,28.61,RU,1682945625
618,Kenai,60.5544,-151.2583,39.29,72,100,6.91,US,1682945625
619,Nālūt,30.3333,10.85,90.16,14,100,11.72,LY,1682945625
620,Abapó,-18.8333,-63.4667,67.69,87,100,1.74,BO,1682945626
621,Cuxhaven,53.8718,8.6909,61.0,44,75,9.22,DE,1682945626
